TS,Voltage_main,Current_main,Temperature_main
13:02:04,8,8,41
13:02:05,7,7,4
13:02:06,8,5,4
13:02:07,8,15,34
13:02:08,9,5,3
13:02:09,7,49,21
13:02:10,8,5,4
13:02:11,8,5,14
13:02:12,9,8,3
13:02:13,807,8,9
13:02:14,9,32,7
13:02:15,9,7,2
13:02:16,765,3,23
13:02:17,8,41,3
13:02:18,7,7,16
13:02:19,9,8,12
13:02:20,8,9,20
13:02:21,9,3,43
13:02:22,8,7,4
13:02:23,9,17,47
13:02:24,8,9,4
13:02:25,849,8,1
13:02:26,7,27,31
13:02:27,9,3,5
13:02:28,8,9,4
13:02:29,9,7,41
13:02:30,7,5,23
13:02:31,9,21,38
13:02:32,8,9,3
13:02:33,8,9,3
13:02:34,9,6,5
13:02:35,8,5,33
13:02:36,8,19,11
13:02:37,8,3,40
13:02:38,9,6,4
13:02:39,8,6,22
13:02:40,9,5,31
13:02:41,9,8,5
13:02:42,8,5,2
13:02:43,8,47,5
13:02:44,7,8,17
13:02:45,7,5,2
13:02:46,9,22,3
13:02:47,9,28,2
13:02:48,8,4,9
13:02:49,8,1,17
13:02:50,795,16,4
13:02:51,9,2,19
13:02:52,8,1,7
13:02:53,9,5,14
13:02:54,8,7,5
13:02:55,8,9,27
13:02:56,8,44,17
13:02:57,8,9,14
13:02:58,9,4,2
13:02:59,9,8,20
13:03:00,9,5,20
13:03:01,9,7,38
13:03:02,9,3,4
13:03:03,8,6,18
13:03:04,9,6,11
13:03:05,8,3,1
13:03:06,9,45,5
13:03:07,8,3,3
13:03:08,8,17,2
13:03:09,8,9,23
13:03:10,7,33,3
13:03:11,9,4,166
13:03:12,9,7,37
13:03:13,9,16,2
13:03:14,9,7,3
13:03:15,7,6,25
13:03:16,7,7,5
13:03:17,9,5,2
13:03:18,8,6,4
13:03:19,8,6,39
13:03:20,7,9,3
13:03:21,8,18,29
13:03:22,9,7,29
13:03:23,8,8,53
13:03:24,9,27,13
13:03:25,7,7,4
13:03:26,827,9,16
13:03:27,8,18,46
13:03:28,9,3,6
13:03:29,8,44,28
13:03:30,8,4,31
13:03:31,9,32,19
13:03:32,9,29,39
13:03:33,792,27,5
13:03:34,8,48,11
13:03:35,8,34,32
13:03:36,7,2,4
13:03:37,9,8,2
13:03:38,8,6,23
13:03:39,8,7,44
13:03:40,8,4,4
13:03:41,9,8,16
13:03:42,7,16,3
13:03:43,9,21,4
13:03:44,8,9,4
13:03:45,8,3,4
13:03:46,8,38,32
13:03:47,9,5,17
13:03:48,7,4,5
13:03:49,828,36,2
13:03:50,9,22,16
13:03:51,8,7,26
13:03:52,8,5,3
13:03:53,8,24,6
13:03:54,7,25,10
13:03:55,8,6,27
13:03:56,8,7,4
13:03:57,9,4,5
13:03:58,9,7,7
13:03:59,9,46,2
13:04:00,780,2,28
13:04:01,9,6,22
13:04:02,8,18,27
13:04:03,8,8,2
13:04:04,7,8,5
13:04:05,9,9,47
13:04:06,9,9,36
13:04:07,7,8,40
13:04:08,8,4,18
13:04:09,9,5,16
13:04:10,9,6,8
13:04:11,9,5,30
13:04:12,8,5,5
13:04:13,7,8,19
13:04:14,7,5,10
13:04:15,9,1,4
13:04:16,9,44,25
13:04:17,9,46,1
13:04:18,7,5,5
13:04:19,9,5,4
13:04:20,9,9,5
13:04:21,8,7,3
13:04:22,8,4,6
13:04:23,8,30,180
13:04:24,9,9,234
13:04:25,9,3,12
13:04:26,7,5,45
13:04:27,9,11,16
13:04:28,8,6,36
13:04:29,8,9,28
13:04:30,8,7,49
13:04:31,8,39,1
13:04:32,8,15,5
13:04:33,9,7,20
13:04:34,789,2,43
13:04:35,9,7,8
13:04:36,9,22,5
13:04:37,9,87,6
13:04:38,9,8,42
13:04:39,8,8,11
13:04:40,8,5,5
13:04:41,8,41,4
13:04:42,7,5,16
13:04:43,7,8,1
13:04:44,7,33,5
13:04:45,9,6,48
13:04:46,7,9,3
13:04:47,9,21,22
13:04:48,9,6,3
13:04:49,7,2,44
13:04:50,7,7,48
13:04:51,8,27,4
13:04:52,7,6,4
13:04:53,8,8,1
13:04:54,7,46,3
13:04:55,8,7,28
13:04:56,9,4,5
13:04:57,8,7,47
13:04:58,8,6,6
13:04:59,7,5,16
13:05:00,9,9,5
13:05:01,8,48,5
13:05:02,8,6,34
13:05:03,7,6,6
13:05:04,8,8,16
13:05:05,9,5,3
13:05:06,7,9,5
13:05:07,9,44,19
13:05:08,8,8,23
13:05:09,8,2,4
13:05:10,8,5,5
13:05:11,9,9,4
13:05:12,7,18,17
13:05:13,8,8,17
13:05:14,9,1,5
13:05:15,7,6,3
13:05:16,8,5,2
13:05:17,8,3,17
13:05:18,9,43,4
13:05:19,8,36,34
13:05:20,9,29,28
13:05:21,9,11,45
13:05:22,9,4,19
13:05:23,8,1,9
13:05:24,81,5,43
13:05:25,7,19,5
13:05:26,834,19,33
13:05:27,8,12,42
13:05:28,9,2,42
13:05:29,7,3,2
13:05:30,7,4,31
13:05:31,8,9,1
13:05:32,8,2,40
13:05:33,9,7,40
13:05:34,9,32,5
13:05:35,9,4,27
13:05:36,8,33,2
13:05:37,7,3,3
13:05:38,7,7,39
13:05:39,8,5,2
13:05:40,8,2,10
13:05:41,9,36,3
13:05:42,9,22,22
13:05:43,8,19,28
13:05:44,7,3,23
13:05:45,9,44,27
13:05:46,80,8,9
13:05:47,8,37,28
13:05:48,782,2,2
13:05:49,9,5,38
13:05:50,7,3,2
13:05:51,9,9,5
13:05:52,8,30,9
13:05:53,7,28,8
13:05:54,7,9,5
13:05:55,8,46,8
13:05:56,9,5,5
13:05:57,9,33,5
13:05:58,9,4,24
13:05:59,7,8,3
13:06:00,9,28,49
13:06:01,9,5,22
13:06:02,8,8,4
13:06:03,9,5,39
13:06:04,9,1,26
13:06:05,8,7,3
13:06:06,8,2,5
13:06:07,9,5,23
13:06:08,9,8,42
13:06:09,7,7,3
13:06:10,8,3,2
13:06:11,8,27,3
13:06:12,8,6,15
13:06:13,8,12,4
13:06:14,8,2,41
13:06:15,7,5,18
13:06:16,9,2,7
13:06:17,7,5,31
13:06:18,8,5,3
13:06:19,8,32,22
13:06:20,8,7,4
13:06:21,8,7,10
13:06:22,9,9,3
13:06:23,8,38,3
13:06:24,8,19,5
13:06:25,91,34,4
13:06:26,9,2,5
13:06:27,9,8,39
13:06:28,9,13,7
13:06:29,7,7,38
13:06:30,8,7,4
13:06:31,9,28,45
13:06:32,7,23,10
13:06:33,8,92,24
13:06:34,9,37,2
13:06:35,7,8,1
13:06:36,8,9,34
13:06:37,7,5,47
13:06:38,9,32,3
13:06:39,9,30,5
13:06:40,9,8,27
13:06:41,8,9,16
13:06:42,9,7,5
13:06:43,9,17,38
13:06:44,8,8,4
13:06:45,9,2,4
13:06:46,8,5,4
13:06:47,9,7,5
13:06:48,760,9,47
13:06:49,9,5,3
13:06:50,8,6,3
13:06:51,8,9,3
13:06:52,9,46,2
13:06:53,8,8,31
13:06:54,835,5,47
13:06:55,7,46,4
13:06:56,7,5,5
13:06:57,9,8,27
13:06:58,7,12,1
13:06:59,8,8,4
13:07:00,8,8,31
13:07:01,8,5,30
13:07:02,9,5,4
13:07:03,8,1,38
13:07:04,9,22,19
13:07:05,9,3,38
13:07:06,9,4,13
13:07:07,7,22,49
13:07:08,8,47,5
13:07:09,7,2,20
13:07:10,767,3,5
13:07:11,8,6,2
13:07:12,8,6,48
13:07:13,8,3,4
13:07:14,8,5,36
13:07:15,8,6,28
13:07:16,9,2,9
13:07:17,9,3,35
13:07:18,7,29,4
13:07:19,8,6,35
13:07:20,8,6,1
13:07:21,9,31,4
13:07:22,7,31,5
13:07:23,9,36,4
13:07:24,9,7,5
13:07:25,7,17,16
13:07:26,8,37,40
13:07:27,7,198,4
13:07:28,9,8,33
13:07:29,9,1,5
13:07:30,7,7,3
13:07:31,9,8,4
13:07:32,8,5,42
13:07:33,8,5,2
13:07:34,9,8,20
13:07:35,9,8,22
13:07:36,9,3,5
13:07:37,7,6,2
13:07:38,9,9,35
13:07:39,8,8,27
13:07:40,9,8,41
13:07:41,7,3,18
13:07:42,8,4,32
13:07:43,9,5,14
13:07:44,9,85,2
13:07:45,88,39,34
13:07:46,8,23,44
13:07:47,9,16,2
13:07:48,9,12,5
13:07:49,8,9,5
13:07:50,8,8,5
13:07:51,9,23,4
13:07:52,823,23,2
13:07:53,8,9,3
13:07:54,9,42,7
13:07:55,7,5,5
13:07:56,7,9,5
13:07:57,9,40,7
13:07:58,8,35,10
13:07:59,8,9,5
13:08:00,7,30,4
13:08:01,8,5,1
13:08:02,8,4,24
13:08:03,7,5,38
13:08:04,8,8,4
13:08:05,9,3,30
13:08:06,8,36,40
13:08:07,7,9,15
13:08:08,9,8,48
13:08:09,9,8,35
13:08:10,7,42,22
13:08:11,8,4,3
13:08:12,7,38,3
13:08:13,9,34,38
13:08:14,8,4,28
13:08:15,7,3,2
13:08:16,8,8,5
13:08:17,7,8,16
13:08:18,9,24,3
13:08:19,9,4,5
13:08:20,7,218,20
13:08:21,8,9,3
13:08:22,7,34,6
13:08:23,8,5,3
13:08:24,9,8,8
13:08:25,8,23,45
13:08:26,8,8,5
13:08:27,9,6,2
13:08:28,9,7,55
13:08:29,9,9,3
13:08:30,8,7,3
13:08:31,7,35,4
13:08:32,9,5,2
13:08:33,9,48,16
13:08:34,8,26,13
13:08:35,9,8,17
13:08:36,7,3,3
13:08:37,9,44,4
13:08:38,78,6,2
13:08:39,7,25,38
13:08:40,7,8,13
13:08:41,8,6,11
13:08:42,7,1,20
13:08:43,7,8,22
13:08:44,8,6,14
13:08:45,96,7,2
13:08:46,9,9,3
13:08:47,8,6,23
13:08:48,9,3,5
13:08:49,8,14,14
13:08:50,8,5,16
13:08:51,8,9,41
13:08:52,800,8,28
13:08:53,9,24,30
13:08:54,8,8,3
13:08:55,8,19,40
13:08:56,9,41,49
13:08:57,9,8,5
13:08:58,8,5,3
13:08:59,7,41,4
13:09:00,7,7,15
13:09:01,805,9,19
13:09:02,8,17,4
13:09:03,9,4,13
13:09:04,9,5,35
13:09:05,9,5,13
13:09:06,9,4,40
13:09:07,8,9,30
13:09:08,8,7,9
13:09:09,8,42,8
13:09:10,8,6,3
13:09:11,8,7,40
13:09:12,9,2,44
13:09:13,7,5,26
13:09:14,8,3,2
13:09:15,8,8,4
13:09:16,8,9,28
13:09:17,8,9,5
13:09:18,8,6,4
13:09:19,7,34,20
13:09:20,79,21,44
13:09:21,9,34,25
13:09:22,8,40,3
13:09:23,9,4,6
13:09:24,9,8,5
13:09:25,7,5,8
13:09:26,791,8,43
13:09:27,7,9,30
13:09:28,9,2,3
13:09:29,9,15,4
13:09:30,9,11,10
13:09:31,7,9,120
13:09:32,9,6,10
13:09:33,8,6,44
13:09:34,7,8,38
13:09:35,8,30,16
13:09:36,8,8,57
13:09:37,8,44,13
13:09:38,9,8,2
13:09:39,9,5,4
13:09:40,8,4,13
13:09:41,8,28,37
13:09:42,8,9,5
13:09:43,9,6,21
13:09:44,9,9,5
13:09:45,7,30,26
13:09:46,8,5,33
13:09:47,8,5,3
13:09:48,8,14,10
13:09:49,9,4,12
13:09:50,9,8,26
13:09:51,7,13,4
13:09:52,8,44,13
13:09:53,9,47,32
13:09:54,8,8,22
13:09:55,8,15,2
13:09:56,7,8,23
13:09:57,7,8,38
13:09:58,781,22,1
13:09:59,8,7,4
13:10:00,8,11,6
13:10:01,9,3,24
13:10:02,812,8,3
13:10:03,9,47,27
13:10:04,9,18,45
13:10:05,7,4,5
13:10:06,9,8,40
13:10:07,9,8,5
13:10:08,9,6,2
13:10:09,9,5,5
13:10:10,8,47,4
13:10:11,7,6,22
13:10:12,9,3,17
13:10:13,8,21,22
13:10:14,7,8,4
13:10:15,9,29,4
13:10:16,9,6,5
13:10:17,9,7,46
13:10:18,8,7,4
13:10:19,8,7,17
13:10:20,8,3,15
13:10:21,7,36,19
13:10:22,8,20,4
13:10:23,8,4,5
13:10:24,8,3,3
13:10:25,8,6,3
13:10:26,8,8,39
13:10:27,7,1,5
13:10:28,8,4,5
13:10:29,9,7,2
13:10:30,9,5,18
13:10:31,8,5,14
13:10:32,7,3,8
13:10:33,8,4,1
13:10:34,8,4,2
13:10:35,7,12,13
13:10:36,9,13,41
13:10:37,8,49,5
13:10:38,8,45,43
13:10:39,7,37,2
13:10:40,9,6,22
13:10:41,8,2,3
13:10:42,7,8,28
13:10:43,8,9,1
13:10:44,9,25,44
13:10:45,8,8,4
13:10:46,7,6,37
13:10:47,9,5,49
13:10:48,79,5,24
13:10:49,8,5,3
13:10:50,9,21,40
13:10:51,8,9,3
13:10:52,8,5,21
13:10:53,8,47,39
13:10:54,7,9,1
13:10:55,9,9,5
13:10:56,7,7,5
13:10:57,8,2,16
13:10:58,8,4,6
13:10:59,7,11,10
13:11:00,7,4,5
13:11:01,8,9,19
13:11:02,7,2,2
13:11:03,9,6,12
13:11:04,7,9,29
13:11:05,89,21,20
13:11:06,8,4,2
13:11:07,7,8,3
13:11:08,9,8,5
13:11:09,9,7,35
13:11:10,8,17,6
13:11:11,8,9,36
13:11:12,7,41,4
13:11:13,9,5,25
13:11:14,9,13,25
13:11:15,8,23,1
13:11:16,9,11,5
13:11:17,9,8,18
13:11:18,813,6,3
13:11:19,8,17,6
13:11:20,8,9,1
13:11:21,9,2,10
13:11:22,9,11,4
13:11:23,7,1,34
13:11:24,8,3,11
13:11:25,9,3,4
13:11:26,7,3,5
13:11:27,7,2,24
13:11:28,810,5,20
13:11:29,812,6,1
13:11:30,7,99,2
13:11:31,7,7,1
13:11:32,8,6,5
13:11:33,8,35,12
13:11:34,7,3,39
13:11:35,9,16,4
13:11:36,8,3,11
13:11:37,9,7,12
13:11:38,7,9,3
13:11:39,8,5,2
13:11:40,9,6,4
13:11:41,7,7,29
13:11:42,8,12,29
13:11:43,9,7,2
13:11:44,7,9,4
13:11:45,9,42,3
13:11:46,8,8,13
13:11:47,7,9,20
13:11:48,8,40,3
13:11:49,7,9,4
13:11:50,8,8,18
13:11:51,8,46,11
13:11:52,7,5,4
13:11:53,9,3,3
13:11:54,9,6,38
13:11:55,7,8,39
13:11:56,9,4,26
13:11:57,8,7,3
13:11:58,9,9,36
13:11:59,8,7,3
13:12:00,8,7,18
13:12:01,7,5,8
13:12:02,7,5,4
13:12:03,9,47,22
13:12:04,7,4,37
13:12:05,9,6,43
13:12:06,8,20,26
13:12:07,7,8,2
13:12:08,7,17,4
13:12:09,7,8,7
13:12:10,8,5,5
13:12:11,8,6,21
13:12:12,7,7,4
13:12:13,8,5,41
13:12:14,9,8,44
13:12:15,8,19,4
13:12:16,8,5,20
13:12:17,8,5,43
13:12:18,9,168,20
13:12:19,8,9,28
13:12:20,8,12,10
13:12:21,9,6,7
13:12:22,8,3,32
13:12:23,7,7,3
13:12:24,9,2,32
13:12:25,8,22,6
13:12:26,9,5,22
13:12:27,9,8,27
13:12:28,7,22,11
13:12:29,9,26,27
13:12:30,9,48,5
13:12:31,8,7,28
13:12:32,9,3,3
13:12:33,9,7,21
13:12:34,7,2,15
13:12:35,9,8,5
13:12:36,7,8,25
13:12:37,8,27,3
13:12:38,8,6,2
13:12:39,8,3,4
13:12:40,9,2,6
13:12:41,8,9,2
13:12:42,9,3,5
13:12:43,8,5,5
13:12:44,9,45,3
13:12:45,9,8,7
13:12:46,7,36,4
13:12:47,825,23,38
13:12:48,7,4,11
13:12:49,8,95,2
13:12:50,8,19,23
13:12:51,8,9,30
13:12:52,9,2,29
13:12:53,8,30,38
13:12:54,7,2,5
13:12:55,8,7,4
13:12:56,794,35,4
13:12:57,8,6,14
13:12:58,98,29,5
13:12:59,8,5,10
13:13:00,9,3,23
13:13:01,7,8,14
13:13:02,7,23,2
13:13:03,8,6,12
13:13:04,8,7,11
13:13:05,9,3,2
13:13:06,8,5,3
13:13:07,8,7,6
13:13:08,810,6,26
13:13:09,7,1,3
13:13:10,9,6,2
13:13:11,9,18,21
13:13:12,9,6,5
13:13:13,8,39,19
13:13:14,769,4,35
13:13:15,8,45,34
13:13:16,9,4,21
13:13:17,9,9,28
13:13:18,8,7,17
13:13:19,9,11,23
13:13:20,8,14,19
13:13:21,838,9,2
13:13:22,9,7,11
13:13:23,9,6,3
13:13:24,8,3,30
13:13:25,842,9,24
13:13:26,8,2,37
13:13:27,9,6,17
13:13:28,7,5,8
13:13:29,7,4,42
13:13:30,9,7,1
13:13:31,836,79,3
13:13:32,7,32,2
13:13:33,7,45,19
13:13:34,9,6,48
13:13:35,9,6,24
13:13:36,7,9,1
13:13:37,9,15,5
13:13:38,8,8,19
13:13:39,827,7,57
13:13:40,9,8,1
13:13:41,7,7,15
13:13:42,9,6,48
13:13:43,8,2,24
13:13:44,9,15,5
13:13:45,8,48,23
13:13:46,8,11,29
13:13:47,8,38,4
13:13:48,9,39,1
13:13:49,9,8,3
13:13:50,8,6,5
13:13:51,9,9,23
13:13:52,7,7,7
13:13:53,9,3,2
13:13:54,766,2,3
13:13:55,9,5,2
13:13:56,9,5,10
13:13:57,9,3,24
13:13:58,760,46,46
13:13:59,7,27,2
13:14:00,8,6,3
13:14:01,8,40,39
13:14:02,9,5,19
13:14:03,8,5,18
13:14:04,9,4,6
13:14:05,9,7,4
13:14:06,8,8,5
13:14:07,9,9,41
13:14:08,8,9,14
13:14:09,7,8,59
13:14:10,7,9,4
13:14:11,8,4,7
13:14:12,9,5,21
13:14:13,7,6,1
13:14:14,8,5,13
13:14:15,9,4,9
13:14:16,8,4,3
13:14:17,8,6,44
13:14:18,8,47,2
13:14:19,9,6,5
13:14:20,8,9,37
13:14:21,9,7,19
13:14:22,9,7,34
13:14:23,7,12,14
13:14:24,8,7,3
13:14:25,8,68,37
13:14:26,9,5,20
13:14:27,7,6,3
13:14:28,8,32,30
13:14:29,7,6,4
13:14:30,9,6,4
13:14:31,8,5,6
13:14:32,8,12,3
13:14:33,8,5,4
13:14:34,8,4,5
13:14:35,9,8,10
13:14:36,9,9,8
13:14:37,8,23,34
13:14:38,8,32,9
13:14:39,9,9,40
13:14:40,8,5,5
13:14:41,9,6,4
13:14:42,9,5,11
13:14:43,8,6,11
13:14:44,86,9,5
13:14:45,7,4,1
13:14:46,8,44,8
13:14:47,9,1,39
13:14:48,9,7,2
13:14:49,8,3,13
13:14:50,8,20,5
13:14:51,7,3,7
13:14:52,9,4,5
13:14:53,9,1,21
13:14:54,8,9,3
13:14:55,7,26,5
13:14:56,8,27,4
13:14:57,9,7,17
13:14:58,842,8,18
13:14:59,9,7,17
13:15:00,8,1,5
13:15:01,8,40,5
13:15:02,7,4,49
13:15:03,7,43,9
13:15:04,9,39,35
13:15:05,7,5,12
13:15:06,9,5,5
13:15:07,8,3,3
13:15:08,9,9,9
13:15:09,8,5,181
13:15:10,9,9,1
13:15:11,8,16,5
13:15:12,7,9,55
13:15:13,7,6,4
13:15:14,9,9,26
13:15:15,9,5,5
13:15:16,9,5,3
13:15:17,8,8,36
13:15:18,9,8,9
13:15:19,7,28,8
13:15:20,7,12,4
13:15:21,8,4,17
13:15:22,9,44,20
13:15:23,7,3,32
13:15:24,9,5,17
13:15:25,9,2,18
13:15:26,8,4,12
13:15:27,9,6,1
13:15:28,9,48,2
13:15:29,9,8,2
13:15:30,9,2,3
13:15:31,787,6,43
13:15:32,9,5,5
13:15:33,841,7,3
13:15:34,9,9,11
13:15:35,8,3,41
13:15:36,7,21,4
13:15:37,8,19,2
13:15:38,8,46,19
13:15:39,8,9,5
13:15:40,9,9,23
13:15:41,8,5,5
13:15:42,7,5,192
13:15:43,8,6,22
13:15:44,9,8,4
13:15:45,7,12,11
13:15:46,7,5,19
13:15:47,7,9,39
13:15:48,7,5,30
13:15:49,8,23,12
13:15:50,9,4,4
13:15:51,98,5,3
13:15:52,819,9,5
13:15:53,8,7,4
13:15:54,8,14,27
13:15:55,8,3,3
13:15:56,7,7,5
13:15:57,9,3,4
13:15:58,8,11,2
13:15:59,9,8,31
13:16:00,7,5,21
13:16:01,8,6,2
13:16:02,8,3,2
13:16:03,7,7,9
13:16:04,9,8,4
13:16:05,8,9,12
13:16:06,9,11,5
13:16:07,7,8,28
13:16:08,8,5,5
13:16:09,8,6,4
13:16:10,7,7,8
13:16:11,7,7,42
13:16:12,8,18,46
13:16:13,8,5,2
13:16:14,9,7,6
13:16:15,8,3,4
13:16:16,9,6,15
13:16:17,7,2,19
13:16:18,9,5,41
13:16:19,9,20,3
13:16:20,8,39,10
13:16:21,9,35,13
13:16:22,75,8,5
13:16:23,7,4,15
13:16:24,8,42,24
13:16:25,9,7,4
13:16:26,8,7,44
13:16:27,9,5,3
13:16:28,8,9,44
13:16:29,7,7,2
13:16:30,7,5,17
13:16:31,7,9,9
13:16:32,7,2,3
13:16:33,9,7,15
13:16:34,9,40,16
13:16:35,7,4,23
13:16:36,8,5,2
13:16:37,761,7,3
13:16:38,8,7,5
13:16:39,7,11,31
13:16:40,9,15,55
13:16:41,8,9,1
13:16:42,8,3,3
13:16:43,8,29,8
13:16:44,8,8,3
13:16:45,7,19,18
13:16:46,7,6,13
13:16:47,8,1,4
13:16:48,7,5,17
13:16:49,9,8,5
13:16:50,9,4,3
13:16:51,9,15,39
13:16:52,8,5,5
13:16:53,7,28,9
13:16:54,8,25,1
13:16:55,7,11,20
13:16:56,9,1,5
13:16:57,9,7,14
13:16:58,8,31,5
13:16:59,8,6,3
13:17:00,7,5,8
13:17:01,8,4,5
13:17:02,9,3,22
13:17:03,8,8,27
13:17:04,9,24,22
13:17:05,9,13,2
13:17:06,9,49,47
13:17:07,9,13,5
13:17:08,9,43,14
13:17:09,9,33,57
13:17:10,9,8,3
13:17:11,9,9,4
13:17:12,8,4,4
13:17:13,8,7,5
13:17:14,9,4,32
13:17:15,7,8,18
13:17:16,8,12,13
13:17:17,9,7,2
13:17:18,9,23,5
13:17:19,9,5,7
13:17:20,8,17,5
13:17:21,9,7,4
13:17:22,9,4,37
13:17:23,7,6,5
13:17:24,7,5,14
13:17:25,7,3,24
13:17:26,8,21,31
13:17:27,9,3,39
13:17:28,7,5,37
13:17:29,9,5,20
13:17:30,9,5,4
13:17:31,7,32,35
13:17:32,8,9,2
13:17:33,9,2,33
13:17:34,8,6,50
13:17:35,8,4,25
13:17:36,9,8,1
13:17:37,8,9,42
13:17:38,9,5,4
13:17:39,8,18,2
13:17:40,8,8,1
13:17:41,8,3,21
13:17:42,7,6,5
13:17:43,8,3,13
13:17:44,8,29,25
13:17:45,809,16,4
13:17:46,9,6,11
13:17:47,8,5,1
13:17:48,8,34,21
13:17:49,8,9,5
13:17:50,7,8,2
13:17:51,8,9,5
13:17:52,9,3,30
13:17:53,8,7,5
13:17:54,8,22,3
13:17:55,9,8,5
13:17:56,8,5,48
13:17:57,8,35,11
13:17:58,8,13,1
13:17:59,9,5,5
13:18:00,8,35,2
13:18:01,8,33,3
13:18:02,7,9,26
13:18:03,9,25,4
13:18:04,818,47,24
13:18:05,7,6,1
13:18:06,7,5,15
13:18:07,8,38,3
13:18:08,9,4,19
13:18:09,8,5,30
13:18:10,8,4,5
13:18:11,7,7,33
13:18:12,8,5,39
13:18:13,9,9,30
13:18:14,9,4,31
13:18:15,8,8,4
13:18:16,767,4,2
13:18:17,8,2,9
13:18:18,8,3,4
13:18:19,8,9,3
13:18:20,7,9,23
13:18:21,9,22,3
13:18:22,7,1,36
13:18:23,8,6,1
13:18:24,9,23,38
13:18:25,8,6,29
13:18:26,9,9,33
13:18:27,8,6,4
13:18:28,9,44,5
13:18:29,7,49,7
13:18:30,8,4,3
13:18:31,7,2,23
13:18:32,824,3,3
13:18:33,7,8,5
13:18:34,8,49,10
13:18:35,7,5,17
13:18:36,9,9,5
13:18:37,7,18,22
13:18:38,9,8,3
13:18:39,9,16,1
13:18:40,9,7,46
13:18:41,8,5,38
13:18:42,9,4,3
13:18:43,7,11,24
13:18:44,7,6,4
13:18:45,7,25,2
13:18:46,9,8,3
13:18:47,9,2,4
13:18:48,8,5,5
13:18:49,9,6,25
13:18:50,835,5,26
13:18:51,9,22,16
13:18:52,8,8,19
13:18:53,8,22,5
13:18:54,8,37,21
13:18:55,9,5,9
13:18:56,8,4,52
13:18:57,80,39,4
13:18:58,9,5,4
13:18:59,7,2,1
13:19:00,9,18,40
13:19:01,833,5,10
13:19:02,8,7,22
13:19:03,9,6,41
13:19:04,7,7,35
13:19:05,9,20,1
13:19:06,8,7,44
13:19:07,8,5,5
13:19:08,8,3,4
13:19:09,8,21,4
13:19:10,9,24,1
13:19:11,8,5,48
13:19:12,8,14,2
13:19:13,9,31,5
13:19:14,7,19,5
13:19:15,8,15,5
13:19:16,9,8,5
13:19:17,9,13,12
13:19:18,9,2,2
13:19:19,8,1,40
13:19:20,9,8,5
13:19:21,7,2,3
13:19:22,9,6,14
